job_title,date,open_positions,average_market_salary
Market researcher,2025-04-14,1934,53112.82
Geophysicist/field seismologist,2025-07-26,4059,154528.55
"Embryologist, clinical",2024-11-22,374,141807.84
"Designer, interior/spatial",2026-06-14,1651,95470.67
Radiation protection practitioner,2025-01-08,1471,50862.65
Financial adviser,2025-06-04,161,79182.66
Tour manager,2026-08-02,4177,175863.61
Psychiatrist,2025-04-19,2113,78538.75
Oncologist,2024-11-17,3415,65858.81
Clinical cytogeneticist,2025-06-15,4962,141136.75
Printmaker,2025-01-10,3441,81040.38
"Librarian, academic",2024-08-07,2924,147954.46
Licensed conveyancer,2025-01-12,3952,189514.54
Accommodation manager,2025-07-09,4878,100694.45
"Surveyor, hydrographic",2025-01-03,698,188608.65
"Psychologist, forensic",2025-10-28,4402,187455.93
Clinical research associate,2026-06-23,1100,169138.96
"Presenter, broadcasting",2026-06-26,4226,54774.1
Geophysicist/field seismologist,2025-09-17,4774,52916.72
Chartered certified accountant,2025-07-26,190,65824.12
Paediatric nurse,2025-02-18,1133,193630.62
Radio producer,2025-09-02,544,95661.15
Historic buildings inspector/conservation officer,2025-01-15,506,134029.61
Chief Financial Officer,2025-10-20,800,118978.67
Quality manager,2026-01-07,4969,154595.23
Radio broadcast assistant,2026-04-19,3972,187765.24
"Nurse, children's",2024-11-02,4947,181449.77
Careers adviser,2026-03-04,2088,199777.69
Civil Service fast streamer,2025-10-06,4918,107121.24
Careers information officer,2026-05-09,4734,175339.1
Research scientist (life sciences),2025-08-08,4985,192275.32
"Surveyor, hydrographic",2024-12-27,4718,132616.71
Sports development officer,2026-01-09,77,168275.89
Health and safety inspector,2025-01-14,4114,127189.15
Midwife,2025-08-30,2138,172622.66
"Accountant, chartered certified",2025-04-18,4317,110130.05
Barrister,2025-10-04,2506,115469.12
Wellsite geologist,2025-10-01,1945,155494.77
Audiological scientist,2024-09-06,2688,65724.46
Barrister's clerk,2025-07-15,445,77411.1
International aid/development worker,2024-09-11,4202,78637.02
Corporate treasurer,2024-12-31,464,165736.2
"Engineer, electrical",2024-12-21,4592,89444.3
"Loss adjuster, chartered",2025-01-17,1476,150396.98
Chief Executive Officer,2025-11-04,2055,139926.4
Systems developer,2024-11-13,2888,188080.28
"Surveyor, hydrographic",2025-07-31,1759,69423.55
Early years teacher,2026-07-16,610,148596.12
"Sales professional, IT",2024-11-19,235,176882.97
"Engineer, control and instrumentation",2024-09-22,3013,195645.6
Financial risk analyst,2025-08-09,2311,97691.4
Counsellor,2025-01-19,4619,65059.08
IT consultant,2025-02-26,2073,81568.26
Historic buildings inspector/conservation officer,2025-02-09,4582,102072.18
"Designer, industrial/product",2025-02-07,4880,131673.03
Public house manager,2024-12-25,2871,70061.79
Learning mentor,2026-02-12,4305,142971.68
Probation officer,2025-07-05,3562,136035.66
Sports therapist,2025-12-18,4711,179412.96
Futures trader,2025-08-08,2634,115349.78
"Engineer, mining",2026-03-18,2422,69858.25
Chiropractor,2025-07-07,4421,195969.58
Hospital doctor,2026-03-22,2362,62395.09
Early years teacher,2024-12-02,2858,95044.48
Marketing executive,2026-07-23,280,174547.24
"Editor, commissioning",2025-05-08,3964,101182.93
Medical laboratory scientific officer,2026-05-14,896,169081.33
Applications developer,2026-07-08,4758,148277.54
Customer service manager,2024-10-15,2971,149637.49
"Horticulturist, commercial",2025-09-14,3804,128534.64
Customer service manager,2025-09-27,4278,69833.38
Dramatherapist,2026-07-13,2338,107904.76
Geophysicist/field seismologist,2025-05-25,1648,143982.71
Insurance underwriter,2025-02-13,2995,63950.76
"Designer, jewellery",2025-04-22,2997,167928.03
Medical sales representative,2026-03-18,3795,164745.71
"Production designer, theatre/television/film",2024-08-19,3862,63210.82
Occupational hygienist,2025-05-10,2751,190460.98
"Engineer, petroleum",2024-11-07,1834,196468.23
Community arts worker,2025-12-27,3092,164508.41
Chiropractor,2025-01-08,1270,155431.31
Dispensing optician,2026-02-06,1736,172201.32
Herbalist,2025-12-22,4362,155970.64
Financial adviser,2024-10-31,4305,64524.98
Medical physicist,2026-04-15,1442,142224.41
"Programmer, systems",2024-12-28,1386,193046.13
"Psychotherapist, dance movement",2025-04-22,4712,199782.23
"Research officer, political party",2025-12-01,255,152650.63
Stage manager,2025-05-23,1777,125558.03
"Psychologist, clinical",2026-07-14,2492,88506.92
Games developer,2025-02-21,4108,179028.26
Retail merchandiser,2025-05-26,600,65684.12
Homeopath,2025-09-28,1814,66482.58
Chiropodist,2025-08-19,2696,167110.79
Toxicologist,2025-02-20,4695,180705.39
Broadcast engineer,2025-11-18,2485,163481.25
Dealer,2025-12-02,1862,148898.71
Forensic scientist,2025-06-26,4433,127953.27
"Lecturer, higher education",2025-04-23,1500,86182.8
Acupuncturist,2025-07-08,2002,83798.32
Music tutor,2026-07-09,4737,68866.85
Petroleum engineer,2025-11-16,2002,173434.82
"Designer, ceramics/pottery",2024-10-17,4852,81995.96
"Producer, radio",2026-02-19,2902,128435.81
Community education officer,2025-02-12,997,127756.64
Dietitian,2024-10-21,2746,114570.25
Mudlogger,2025-11-27,3395,66093.76
Writer,2026-06-28,4311,148773.85
Insurance broker,2025-02-15,287,167005.61
Oncologist,2026-03-20,2611,100492.97
Community arts worker,2025-07-01,4677,145139.75
Analytical chemist,2026-06-05,2504,58363.53
Media buyer,2024-09-21,1905,178700.47
Actuary,2025-01-12,2139,134412.25
Secretary/administrator,2025-01-28,4735,164829.87
Retail manager,2025-05-16,1053,197758.2
"Librarian, academic",2026-04-16,3321,159713.94
"Designer, industrial/product",2025-03-21,3736,124950.7
"Education officer, community",2026-01-21,1027,142237.7
Best boy,2025-06-06,3110,90584.98
Bonds trader,2025-05-31,2536,92822.89
Personnel officer,2026-05-10,3282,77593.77
Banker,2026-07-14,3842,141035.3
Building services engineer,2025-07-29,2562,130430.54
Prison officer,2026-03-24,3959,136301.56
"Journalist, magazine",2025-11-17,2402,54518.69
Fitness centre manager,2025-02-10,167,169748.64
Primary school teacher,2024-11-04,202,170661.72
"Engineer, land",2024-08-24,408,102817.49
"Biochemist, clinical",2026-07-12,2860,149741.15
Horticultural therapist,2025-04-24,1226,150822.75
Advice worker,2026-02-06,1930,139446.39
Radio producer,2025-03-10,3317,59420.22
Marine scientist,2024-10-19,132,144253.73
"Administrator, charities/voluntary organisations",2025-09-11,886,81876.9
Phytotherapist,2025-07-28,4081,123602.35
"Engineer, drilling",2025-12-21,3525,142435.91
Sales promotion account executive,2026-04-20,11,141159.45
Broadcast journalist,2025-02-08,1863,132112.27
"Horticulturist, amenity",2025-07-12,2764,110564.81
Logistics and distribution manager,2025-11-25,3915,163227.11
Hospital doctor,2025-02-12,4749,95127.62
"Producer, radio",2025-02-09,4753,172683.35
Information officer,2025-10-21,4663,128684.02
Nutritional therapist,2025-06-21,2571,130223.07
"Engineer, communications",2024-09-06,3575,123872.02
Camera operator,2024-08-19,2197,146046.74
Telecommunications researcher,2026-06-21,505,111650.04
Aid worker,2025-03-21,2439,162993.11
Learning mentor,2024-11-21,2166,63888.45
Pharmacologist,2024-09-16,839,192779.0
"Engineer, electrical",2024-09-11,2495,139816.8
"Designer, graphic",2025-01-28,721,197668.42
Waste management officer,2024-09-20,4156,170426.12
Operations geologist,2025-08-30,1847,78759.54
"Exhibitions officer, museum/gallery",2025-11-06,2001,192886.17
Insurance account manager,2026-05-13,1800,185916.21
Energy manager,2025-08-14,2624,74223.62
Magazine features editor,2026-01-30,948,108955.29
Fine artist,2026-07-28,894,80016.73
Licensed conveyancer,2026-07-31,4815,172491.11
"Engineer, drilling",2026-02-26,4775,80742.19
Brewing technologist,2026-05-02,4663,144287.13
Publishing rights manager,2024-10-11,60,112955.5
"Lecturer, higher education",2024-08-29,1100,124781.96
"Engineer, site",2025-09-08,899,53075.21
"Engineer, chemical",2025-06-03,3071,112154.82
Energy engineer,2024-11-25,3740,170327.92
"Administrator, local government",2024-11-20,3182,83680.64
English as a second language teacher,2024-10-22,374,196252.79
"Scientist, research (maths)",2025-11-15,3185,126740.25
Mining engineer,2024-11-30,2062,82750.6
Research scientist (medical),2025-09-29,710,192571.15
Merchant navy officer,2026-01-21,2301,164034.22
"Engineer, electronics",2025-10-17,2434,52958.82
Exercise physiologist,2025-09-20,3091,165140.62
Catering manager,2025-12-12,739,139028.01
Data scientist,2025-09-26,4937,96430.68
Data scientist,2024-09-06,3730,54421.49
Civil Service administrator,2025-07-21,540,169856.45
Radio broadcast assistant,2026-07-03,4557,118199.56
Diagnostic radiographer,2025-04-06,3702,59836.89
"Conservation officer, nature",2025-03-22,4971,167219.39
Furniture designer,2024-10-19,2793,102069.48
"Engineer, automotive",2026-05-24,4043,191822.38
Amenity horticulturist,2025-02-10,4067,149429.96
"Surveyor, insurance",2026-01-14,2132,163329.94
Chartered legal executive (England and Wales),2026-02-14,947,69803.76
Theatre manager,2025-02-15,4251,103258.91
Technical sales engineer,2026-06-27,3100,76272.54
Publishing rights manager,2024-11-25,367,142163.1
"Pharmacist, community",2026-01-22,2727,74526.83
Commercial/residential surveyor,2025-01-01,531,97113.08
Estate manager/land agent,2025-09-12,1924,165072.27
"Engineer, biomedical",2026-01-03,230,126262.54
"Research officer, political party",2026-02-21,3245,177843.77
Photographer,2025-06-26,4484,96566.93
Systems developer,2024-08-11,2136,140080.37
Chief Executive Officer,2025-10-15,1430,137604.29
Child psychotherapist,2024-08-23,1388,109431.68
Insurance underwriter,2025-10-14,4256,74908.09
Manufacturing systems engineer,2025-06-29,2724,152731.34
Licensed conveyancer,2025-08-02,2791,99008.44
"Geologist, engineering",2024-11-07,3849,83721.93
"Research officer, trade union",2025-01-11,2952,116268.22
Clinical molecular geneticist,2025-04-16,3198,164899.72
"Surveyor, planning and development",2026-03-05,2928,85089.47
"Surveyor, minerals",2025-02-14,464,199967.05
"Scientist, research (maths)",2024-11-11,2457,59358.84
Corporate treasurer,2024-08-15,71,193976.26
Homeopath,2024-12-24,243,186408.34
"Designer, graphic",2025-10-10,2864,140055.62
"Engineer, structural",2024-08-09,591,177960.99
Civil Service administrator,2026-05-13,4890,74650.66
Theatre director,2026-01-06,353,87472.22
Artist,2026-02-14,2940,137453.97
Insurance claims handler,2025-02-15,4154,64228.81
Ranger/warden,2025-09-02,1315,120945.21
Financial adviser,2026-04-18,1036,94705.84
"Psychologist, forensic",2026-05-25,449,114925.78
Furniture conservator/restorer,2025-05-12,751,121998.38
Music therapist,2024-10-11,4161,181705.48
"Surveyor, insurance",2025-02-18,221,170453.76
"Education officer, community",2025-12-10,3365,76673.09
Community pharmacist,2025-02-15,1981,179818.93
"Surveyor, minerals",2025-06-08,562,149542.33
Licensed conveyancer,2024-10-26,355,154195.42
"Sales professional, IT",2025-06-13,853,159974.5
Firefighter,2026-07-21,1686,117202.38
"Production designer, theatre/television/film",2025-11-16,984,63797.78
Gaffer,2025-08-18,1794,194491.34
Land/geomatics surveyor,2025-05-26,4766,193188.67
"Conservation officer, nature",2026-07-04,3850,150623.25
"Scientist, biomedical",2024-11-23,201,183986.12
Marine scientist,2025-04-23,3116,116819.06
Customer service manager,2025-10-31,1184,94417.91
Historic buildings inspector/conservation officer,2026-03-13,1732,137989.86
Race relations officer,2025-11-16,2334,125324.77
Network engineer,2025-07-12,2262,147264.09
"Programme researcher, broadcasting/film/video",2024-08-28,1822,113495.76
Medical laboratory scientific officer,2025-03-15,4970,160130.67
Petroleum engineer,2024-08-23,4370,158528.96
Electrical engineer,2026-03-12,4380,169096.51
Quality manager,2025-02-03,179,74115.64
Transport planner,2026-08-02,1674,91436.77
Geophysicist/field seismologist,2026-05-22,4094,62383.36
"Scientist, research (life sciences)",2025-12-15,388,63016.57
Financial trader,2025-06-05,4992,170819.53
"Designer, interior/spatial",2026-03-19,1951,199664.6
"Conservator, museum/gallery",2024-12-26,1676,103054.63
"Accountant, chartered certified",2026-03-16,4500,128005.18
Broadcast journalist,2026-02-12,1616,126127.54
Environmental manager,2024-08-31,2193,92874.42
Pensions consultant,2025-02-25,2198,188243.4
IT consultant,2024-12-01,1729,113851.6
Applications developer,2025-07-17,3558,180203.12
Insurance broker,2026-03-03,4634,93839.4
Ranger/warden,2026-01-27,4151,66361.08
Toxicologist,2026-04-21,2667,181688.62
Investment analyst,2025-05-25,1521,119139.69
Printmaker,2025-09-01,3586,125452.63
Patent attorney,2026-04-05,1628,177991.84
"Programmer, systems",2025-12-31,3311,159703.58
Podiatrist,2026-05-18,1261,175675.42
IT sales professional,2025-10-29,717,166935.91
"Conservator, furniture",2026-02-03,3520,191184.14
Retail merchandiser,2025-12-14,4603,194199.13
Social worker,2024-12-11,749,81369.68
Chartered certified accountant,2025-12-31,4414,58023.52
Patent attorney,2025-01-22,3076,65786.54
Counsellor,2024-10-29,1584,74302.43
Dramatherapist,2025-02-05,4822,59952.68
Fitness centre manager,2024-10-06,273,54323.81
Government social research officer,2026-05-22,4955,72108.42
Sports coach,2026-05-10,2869,72969.21
"Presenter, broadcasting",2026-02-14,426,160730.04
Legal executive,2025-11-21,4600,95692.89
Patent examiner,2025-09-21,811,182251.78
"Librarian, academic",2024-12-08,3593,101010.22
Sales executive,2026-04-25,2030,186421.84
Fine artist,2025-06-25,3013,154725.07
Financial planner,2025-12-10,72,136005.09
"Designer, graphic",2024-11-06,3986,170856.99
Politician's assistant,2024-11-05,1977,188292.92
Medical sales representative,2026-07-29,1695,51535.95
Forensic scientist,2026-07-16,857,165933.15
Hospital pharmacist,2025-09-06,2297,128164.46
Contracting civil engineer,2026-06-21,2835,192033.99
Microbiologist,2025-05-17,673,97818.12
"Engineer, manufacturing",2026-03-05,3941,146315.06
Diplomatic Services operational officer,2026-04-11,3677,196419.09
Estate manager/land agent,2026-05-12,4537,144243.21
Risk manager,2026-06-23,3601,109555.36
Paediatric nurse,2025-10-26,4448,196836.1
Communications engineer,2025-12-17,1682,70911.62
Public affairs consultant,2026-01-18,2650,195135.69
Insurance underwriter,2025-01-09,3427,153716.14
"Conservator, furniture",2024-09-30,3388,132475.14
"Surveyor, mining",2026-05-13,218,53444.54
Chartered legal executive (England and Wales),2025-09-19,467,84971.54
"Engineer, manufacturing systems",2025-01-16,1557,199855.54
Personnel officer,2025-04-02,3003,95300.06
"Teacher, secondary school",2025-04-28,4144,179914.2
Brewing technologist,2025-03-04,4037,163867.35
"Pharmacist, community",2024-11-29,3588,199599.2
Insurance broker,2026-05-04,2193,147976.55
Quantity surveyor,2024-09-19,2742,194078.66
Product designer,2026-07-22,4566,79667.64
Counsellor,2025-12-20,2764,51865.07
Commercial/residential surveyor,2025-06-28,1982,194089.25
Retail merchandiser,2025-02-07,4466,118550.35
Insurance broker,2025-09-10,3720,167854.35
Civil Service fast streamer,2025-12-05,4232,118139.29
Patent attorney,2026-01-31,4883,51557.77
"Teacher, special educational needs",2024-08-19,3979,82072.97
"Designer, furniture",2026-07-08,3204,74948.03
"Engineer, manufacturing systems",2025-05-12,607,191421.22
"Editor, film/video",2026-04-05,3960,186666.9
"Engineer, mining",2024-08-28,2598,116571.63
Advertising copywriter,2025-12-29,3795,58281.04
Mining engineer,2024-10-09,4975,82969.53
Civil Service fast streamer,2026-03-05,2843,119197.92
"Designer, industrial/product",2025-07-02,4478,130899.29
Technical sales engineer,2025-03-31,207,125729.76
Public librarian,2025-11-08,4080,158691.19
"Surveyor, rural practice",2024-09-26,186,124471.94
Insurance claims handler,2025-07-02,1997,75304.23
Contractor,2025-06-14,4247,77126.77
Immunologist,2025-06-01,4806,77790.54
IT technical support officer,2025-06-14,117,113109.61
Sports therapist,2025-01-23,341,140562.51
Adult guidance worker,2025-01-14,1970,137683.84
Ranger/warden,2025-04-14,157,95972.51
"Psychologist, clinical",2025-10-05,1210,169037.79
"Scientist, research (maths)",2026-05-24,1481,138339.16
"Research officer, political party",2024-10-02,1262,117429.08
Ecologist,2026-04-03,340,171490.87
Fish farm manager,2025-05-03,4486,93828.66
Surgeon,2025-10-18,2090,196661.18
"Surveyor, planning and development",2025-01-17,3658,160114.71
"Engineer, electrical",2026-02-03,447,84152.44
"Surveyor, rural practice",2025-06-16,3995,51650.99
Rural practice surveyor,2024-09-04,306,53764.1
Secretary/administrator,2024-11-16,4431,114932.55
