project_id,project_name,department_id,status,budget,business_value,complexity
PRJ0323,Project Streamlined encompassing forecast,D018,Completed,158442.73,3370926.46,Low
PRJ0324,Project Progressive demand-driven hierarchy,D001,Planning,887452.85,4645639.12,High
PRJ0325,Project Diverse asynchronous synergy,D013,Planning,152930.83,4239819.15,Critical
PRJ0326,Project Devolved 24hour model,D017,Planning,654521.2,3474158.49,Critical
PRJ0327,Project Focused well-modulated projection,D009,Completed,427417.0,3866756.02,High
PRJ0328,Project Total multimedia budgetary management,D010,In Progress,492156.65,623469.23,Critical
PRJ0329,Project Configurable didactic Local Area Network,D016,Completed,210983.99,4524624.45,Critical
PRJ0330,Project Multi-tiered client-server framework,D013,Planning,368265.85,108270.85,High
PRJ0331,Project Synergistic responsive process improvement,D012,In Progress,755302.55,3309778.12,Medium
PRJ0332,Project Expanded bifurcated customer loyalty,D009,Planning,256866.68,1125033.46,Medium
PRJ0333,Project Cross-group holistic contingency,D006,Planning,930741.32,4143925.69,High
PRJ0334,Project Expanded next generation moderator,D004,Completed,37458.57,1328093.56,High
PRJ0335,Project Universal 4thgeneration hierarchy,D010,Completed,786092.99,4021900.89,High
PRJ0336,Project Fundamental disintermediate service-desk,D013,Completed,482364.42,3931303.21,Low
PRJ0337,Project Right-sized cohesive service-desk,D020,In Progress,822794.5,1705151.82,Critical
PRJ0338,Project Compatible zero administration projection,D002,Planning,902873.27,2845404.75,Medium
PRJ0339,Project Business-focused discrete database,D016,In Progress,235400.19,4298540.47,Critical
PRJ0340,Project Synchronized encompassing frame,D010,Completed,256926.16,2599669.45,High
PRJ0341,Project Future-proofed attitude-oriented array,D001,Planning,516387.6,4872376.53,High
PRJ0342,Project Stand-alone transitional knowledgebase,D012,Cancelled,209134.84,2498810.08,Critical
PRJ0343,Project Ameliorated scalable parallelism,D011,Completed,622233.72,2458971.84,Critical
PRJ0344,Project Public-key asymmetric monitoring,D008,Completed,215867.07,3459369.6,Critical
PRJ0345,Project Fully-configurable clear-thinking info-mediaries,D020,Completed,40355.26,3664626.66,High
PRJ0346,Project Devolved intermediate challenge,D005,In Progress,287929.85,2808072.25,Critical
PRJ0347,Project Open-source zero administration encryption,D020,Completed,485997.33,3852803.68,Low
PRJ0348,Project Networked even-keeled hub,D012,Completed,341508.23,3122974.68,Medium
PRJ0349,Project Ameliorated actuating moderator,D006,Completed,865725.81,2044655.38,Critical
PRJ0350,Project Visionary full-range protocol,D018,In Progress,736554.21,1087511.33,Low
PRJ0351,Project Multi-layered reciprocal structure,D007,In Progress,64557.19,426359.6,High
PRJ0352,Project Distributed interactive paradigm,D012,In Progress,187553.66,482935.46,Medium
PRJ0353,Project Persistent neutral orchestration,D008,Cancelled,703349.08,3921046.43,Medium
PRJ0354,Project Programmable next generation solution,D014,Completed,918416.38,1429197.53,Critical
PRJ0355,Project Synergized optimizing circuit,D014,Completed,946301.01,2022060.22,High
PRJ0356,Project Secured high-level toolset,D001,Planning,733713.52,4536849.54,Low
PRJ0357,Project Networked leadingedge data-warehouse,D002,Completed,536515.78,4135573.42,Medium
PRJ0358,Project De-engineered stable moderator,D011,In Progress,615474.83,4469776.35,Low
PRJ0359,Project Assimilated upward-trending firmware,D008,Completed,60306.85,2157567.16,Medium
PRJ0360,Project Networked fault-tolerant productivity,D015,Completed,310031.76,3952301.32,Low
PRJ0361,Project Exclusive mobile attitude,D006,In Progress,742137.99,2357559.5,Low
PRJ0362,Project Synergistic zero-defect concept,D006,Completed,354533.92,764243.92,Low
PRJ0363,Project Proactive bi-directional ability,D009,Planning,156731.02,3212446.59,Low
PRJ0364,Project Re-engineered bi-directional archive,D008,Completed,759936.76,1536373.53,Critical
PRJ0365,Project Stand-alone zero tolerance info-mediaries,D006,In Progress,428099.08,2007769.88,Medium
PRJ0366,Project Reactive empowering core,D020,Completed,232478.16,684618.95,Low
PRJ0367,Project Assimilated systematic infrastructure,D009,In Progress,673691.86,4943887.28,Medium
PRJ0368,Project Networked national strategy,D003,Cancelled,123634.05,3017019.94,Low
PRJ0369,Project Expanded intermediate help-desk,D010,In Progress,731272.16,292654.21,Medium
PRJ0370,Project Horizontal uniform service-desk,D019,Completed,610955.89,1455183.32,Medium
PRJ0371,Project Triple-buffered zero-defect hierarchy,D014,Cancelled,267044.75,972803.6,High
PRJ0372,Project Operative neutral paradigm,D007,Completed,548307.2,3641027.06,Critical
PRJ0373,Project Diverse contextually-based success,D007,Completed,450026.11,1914927.07,High
PRJ0374,Project Optimized reciprocal functionalities,D005,Completed,865229.58,377384.04,High
PRJ0375,Project Face-to-face bi-directional structure,D012,In Progress,282635.21,1398140.95,Critical
PRJ0376,Project Reverse-engineered holistic array,D005,Completed,531648.59,2700139.18,High
PRJ0377,Project Cross-group web-enabled extranet,D011,Completed,403187.76,2357709.07,Medium
PRJ0378,Project Operative client-driven time-frame,D018,Completed,422008.46,2334010.44,Medium
PRJ0379,Project Quality-focused zero administration leverage,D003,Completed,323153.19,4089383.28,Medium
PRJ0380,Project Organized stable time-frame,D009,Planning,399489.76,3730959.9,High
PRJ0381,Project Enhanced mission-critical focus group,D006,In Progress,675815.25,3473543.66,Critical
PRJ0382,Project Synergized value-added artificial intelligence,D015,Completed,887767.0,260452.33,Critical
PRJ0383,Project Compatible object-oriented array,D003,In Progress,604392.03,3564106.86,High
PRJ0384,Project Object-based exuding functionalities,D008,Planning,222928.29,1653988.19,High
PRJ0385,Project Robust fault-tolerant array,D009,In Progress,817855.06,2310264.75,Medium
PRJ0386,Project Self-enabling 24hour help-desk,D017,In Progress,391856.24,2446449.71,Critical
PRJ0387,Project Inverse leadingedge implementation,D020,Completed,730924.92,2184850.64,Critical
PRJ0388,Project Reactive scalable benchmark,D016,Completed,660253.29,2325337.48,Critical
PRJ0389,Project Re-contextualized background groupware,D011,In Progress,434476.8,962362.42,Critical
PRJ0390,Project Future-proofed client-server neural-net,D011,In Progress,256087.81,3871838.41,Low
PRJ0391,Project De-engineered 4thgeneration Graphical User Interface,D003,Completed,928835.41,3088233.97,High
PRJ0392,Project Re-engineered client-driven collaboration,D019,In Progress,846887.58,2195251.32,High
PRJ0393,Project Expanded 24/7 migration,D003,In Progress,255273.09,2578998.01,Medium
PRJ0394,Project Pre-emptive systematic open system,D004,Planning,270604.96,4782322.07,High
PRJ0395,Project Polarized stable frame,D018,Completed,645066.04,3557786.27,Medium
PRJ0396,Project Diverse homogeneous info-mediaries,D006,In Progress,966593.35,1966862.31,Critical
PRJ0397,Project Sharable methodical help-desk,D004,Planning,528956.21,1983082.48,Medium
PRJ0398,Project Realigned hybrid extranet,D019,Planning,917500.19,4034830.85,Medium
PRJ0399,Project Advanced explicit architecture,D020,Planning,224798.54,3086713.96,Critical
PRJ0400,Project Down-sized full-range moderator,D014,Completed,577339.61,2321392.33,High
PRJ0401,Project Devolved executive customer loyalty,D001,Planning,932168.37,2925924.98,Low
PRJ0402,Project Versatile optimal product,D014,Completed,623433.89,4381754.97,Low
PRJ0403,Project Intuitive multi-state access,D018,In Progress,796225.82,63913.61,High
PRJ0404,Project Persevering homogeneous firmware,D008,In Progress,258282.89,1797780.83,High
PRJ0405,Project Centralized empowering adapter,D011,In Progress,531246.61,2569623.65,Low
PRJ0406,Project Customer-focused bandwidth-monitored benchmark,D008,In Progress,221472.54,3871660.46,Low
PRJ0407,Project User-centric intermediate knowledgebase,D014,In Progress,136765.75,990637.45,Low
PRJ0408,Project Switchable value-added service-desk,D002,Completed,352685.53,1182153.03,Critical
PRJ0409,Project Enterprise-wide directional function,D012,In Progress,506859.66,3045775.87,Low
PRJ0410,Project Realigned multi-state budgetary management,D006,Completed,459983.1,368486.77,Critical
PRJ0411,Project Right-sized 3rdgeneration benchmark,D010,Completed,777514.08,420162.67,Low
PRJ0412,Project Object-based asynchronous groupware,D002,In Progress,472706.06,4926957.8,Low
PRJ0413,Project Implemented 5thgeneration capability,D004,In Progress,167169.33,2190079.36,Low
PRJ0414,Project Self-enabling interactive task-force,D006,Cancelled,771274.59,1312076.7,High
PRJ0415,Project Re-engineered coherent archive,D001,Completed,852322.52,4629923.11,Low
PRJ0416,Project Balanced holistic info-mediaries,D013,In Progress,862874.4,206071.43,Medium
PRJ0417,Project Object-based client-server contingency,D017,Completed,691422.46,3271680.5,High
PRJ0418,Project Reduced client-server circuit,D009,Completed,677720.82,3260254.3,Medium
PRJ0419,Project Reduced high-level artificial intelligence,D015,Completed,740267.47,213124.85,Medium
PRJ0420,Project Realigned needs-based process improvement,D005,Completed,858620.38,1303132.73,Critical
PRJ0421,Project Universal systematic intranet,D012,In Progress,143136.72,875963.83,Low
PRJ0422,Project Self-enabling 24/7 emulation,D009,Completed,674912.26,2204281.54,High
PRJ0423,Project Enterprise-wide bifurcated conglomeration,D012,In Progress,987553.65,1928537.04,Critical
PRJ0424,Project Ameliorated disintermediate ability,D004,Completed,110380.48,332333.21,Critical
PRJ0425,Project Implemented bifurcated infrastructure,D012,In Progress,302389.12,3660988.9,Low
PRJ0426,Project Re-contextualized mobile core,D017,In Progress,997837.34,4234041.21,Low
PRJ0427,Project Proactive user-facing throughput,D017,Planning,226407.67,2618690.41,Critical
PRJ0428,Project Polarized optimal algorithm,D018,In Progress,465015.78,3577435.17,High
PRJ0429,Project Up-sized well-modulated encoding,D015,Completed,464030.77,3597214.88,Low
PRJ0430,Project Organic human-resource ability,D005,Completed,174644.48,1112455.02,Critical
PRJ0431,Project Persistent systemic concept,D006,Completed,336332.02,3078968.78,High
PRJ0432,Project Reactive foreground customer loyalty,D005,In Progress,343931.32,618300.39,Low
PRJ0433,Project Fully-configurable client-driven ability,D003,Completed,257943.16,1084935.07,Medium
PRJ0434,Project Profound human-resource ability,D014,In Progress,213504.12,2124855.25,Low
PRJ0435,Project Customer-focused neutral installation,D019,Planning,686692.79,381465.39,Low
PRJ0436,Project Re-contextualized bifurcated challenge,D007,Planning,451083.43,4165483.87,Medium
PRJ0437,Project Cross-platform national open architecture,D010,Completed,27212.36,3618671.23,Critical
PRJ0438,Project Enterprise-wide responsive structure,D005,In Progress,538050.36,2935351.61,Critical
PRJ0439,Project Networked optimizing product,D013,Planning,885408.71,2033937.98,Critical
PRJ0440,Project Public-key encompassing capacity,D002,Completed,564717.95,1804077.51,High
PRJ0441,Project Reactive systematic info-mediaries,D004,In Progress,49370.52,4101023.63,Medium
PRJ0442,Project Compatible bottom-line service-desk,D013,Completed,572904.04,1766957.89,High
PRJ0443,Project Balanced executive hierarchy,D020,In Progress,813192.14,4646510.84,Low
PRJ0444,Project Front-line responsive forecast,D013,Completed,797883.1,2507665.56,High
PRJ0445,Project Managed tertiary info-mediaries,D004,Cancelled,426733.04,3712081.87,Low
PRJ0446,Project Cross-platform needs-based matrix,D017,Cancelled,866893.09,1655205.64,High
PRJ0447,Project Public-key dedicated algorithm,D005,Planning,316835.89,3658307.91,Medium
PRJ0448,Project Grass-roots static instruction set,D003,In Progress,893846.67,478220.89,Low
PRJ0449,Project Ergonomic client-driven task-force,D012,Completed,371611.02,999649.71,Critical
PRJ0450,Project Optional human-resource time-frame,D013,Planning,992313.45,2589465.01,Medium
PRJ0451,Project Quality-focused modular access,D007,In Progress,410791.16,1508796.39,Medium
PRJ0452,Project Business-focused logistical leverage,D008,In Progress,804862.97,4384156.7,Critical
PRJ0453,Project Profound real-time software,D016,In Progress,902242.43,4011132.28,High
PRJ0454,Project Reduced optimal projection,D007,Completed,47169.85,204386.36,Critical
PRJ0455,Project Synchronized asymmetric instruction set,D019,Planning,266103.82,2829188.14,High
PRJ0456,Project Front-line optimizing access,D010,Completed,638892.25,262062.76,Critical
PRJ0457,Project Progressive context-sensitive algorithm,D002,Planning,494581.9,1402136.78,High
PRJ0458,Project Centralized mobile model,D010,In Progress,132461.01,4121793.92,Medium
PRJ0459,Project Proactive reciprocal portal,D009,In Progress,873374.78,1403918.19,Low
PRJ0460,Project Re-engineered hybrid knowledgebase,D010,Planning,583658.03,106252.98,Critical
PRJ0461,Project Assimilated executive complexity,D015,Planning,185577.81,2714234.85,Medium
PRJ0462,Project Multi-channeled human-resource toolset,D003,In Progress,313067.74,3493853.58,Low
PRJ0463,Project Public-key content-based migration,D002,Planning,621410.79,4665253.74,High
PRJ0464,Project Team-oriented 6thgeneration projection,D011,In Progress,841309.06,2416534.15,Critical
PRJ0465,Project Operative bi-directional benchmark,D006,Completed,379731.32,2426117.75,High
PRJ0466,Project Programmable solution-oriented challenge,D014,Completed,642461.02,3694831.63,Low
PRJ0467,Project Compatible empowering paradigm,D005,In Progress,398563.7,1677297.75,Low
PRJ0468,Project Seamless regional hardware,D006,Planning,114623.28,2031665.79,High
PRJ0469,Project Synchronized multimedia challenge,D011,In Progress,109229.98,1998011.2,Medium
PRJ0470,Project Re-contextualized mobile forecast,D020,In Progress,221201.16,1363732.95,Critical
PRJ0471,Project Secured interactive architecture,D010,In Progress,290751.91,4421447.52,Medium
PRJ0472,Project Multi-channeled explicit installation,D013,Completed,734137.88,310709.9,Medium
PRJ0473,Project Profit-focused system-worthy hub,D011,Completed,263425.26,3733854.71,Critical
PRJ0474,Project Open-architected uniform productivity,D004,In Progress,189903.91,3019184.95,Low
PRJ0475,Project Inverse multi-tasking emulation,D019,In Progress,524932.53,594299.39,Low
PRJ0476,Project Expanded demand-driven concept,D005,Planning,190782.27,3055789.62,High
PRJ0477,Project Programmable real-time system engine,D009,Completed,406496.0,3160871.13,Medium
PRJ0478,Project Vision-oriented 24/7 secured line,D009,Completed,757212.73,2729300.81,Low
PRJ0479,Project Centralized responsive process improvement,D019,Planning,230143.92,4032617.9,Critical
PRJ0480,Project Organic impactful success,D012,Completed,891656.88,3054775.97,Critical
PRJ0481,Project Switchable multimedia artificial intelligence,D018,Completed,625366.43,4694653.05,Medium
PRJ0482,Project Compatible stable analyzer,D005,Completed,388187.91,1224978.56,Critical
PRJ0483,Project Centralized optimal groupware,D009,In Progress,548614.3,889609.2,Low
PRJ0484,Project Innovative 24hour attitude,D007,Planning,489872.05,3238408.88,Critical
PRJ0485,Project Automated high-level interface,D017,Completed,403776.68,2740019.54,Critical
PRJ0486,Project Customer-focused intermediate core,D003,Completed,432441.06,2503185.59,Medium
