interview_id,candidate_id,interviewer_id,score,result
INT00559,CAND05088,EMP06463,4.6,Pass
INT00560,CAND09686,EMP03277,4.8,Pass
INT00561,CAND07433,EMP06447,1.9,Fail
INT00562,CAND09791,EMP04479,1.7,Pass
INT00563,CAND00603,EMP08674,1.7,Fail
INT00564,CAND12427,EMP05355,1.1,Fail
INT00565,CAND13185,EMP02627,4.3,Pass
INT00566,CAND13088,EMP06432,3.8,Pass
INT00567,CAND04654,EMP06651,2.9,Fail
INT00568,CAND04739,EMP09099,2.6,Fail
INT00569,CAND13775,EMP09880,1.4,Fail
INT00570,CAND12501,EMP09070,4.4,Pass
INT00571,CAND11964,EMP08616,3.3,Pass
INT00572,CAND13240,EMP05973,1.8,Pass
INT00573,CAND14618,EMP01966,2.4,Fail
INT00574,CAND11407,EMP05756,1.2,Fail
INT00575,CAND05486,EMP06827,2.1,Fail
INT00576,CAND10995,EMP06672,2.2,Pass
INT00577,CAND10526,EMP08374,4.2,Pass
INT00578,CAND00153,EMP03634,3.7,Pass
INT00579,CAND03838,EMP06487,4.1,Pass
INT00580,CAND09264,EMP02029,4.2,Pass
INT00581,CAND12516,EMP06578,4.0,Fail
INT00582,CAND03953,EMP03655,1.1,Pass
INT00583,CAND11375,EMP01924,2.3,Fail
INT00584,CAND12746,EMP01550,2.8,Fail
INT00585,CAND04356,EMP00984,3.1,Pass
INT00586,CAND09193,EMP03742,4.8,Pass
INT00587,CAND04554,EMP08035,1.7,Fail
INT00588,CAND05450,EMP00498,3.9,Fail
INT00589,CAND10330,EMP08870,1.2,Pass
INT00590,CAND10760,EMP07166,3.8,Fail
INT00591,CAND00445,EMP01609,1.5,Fail
INT00592,CAND06380,EMP06386,2.5,Pass
INT00593,CAND14292,EMP09789,3.8,Fail
INT00594,CAND01184,EMP02596,1.8,Fail
INT00595,CAND04196,EMP00915,2.7,Pass
INT00596,CAND05094,EMP03785,4.5,Pass
INT00597,CAND00782,EMP07843,4.3,Pass
INT00598,CAND03758,EMP01089,2.8,Pass
INT00599,CAND10680,EMP04599,3.4,Fail
INT00600,CAND07438,EMP06827,4.5,Fail
INT00601,CAND00976,EMP09559,4.4,Fail
INT00602,CAND08649,EMP08841,4.8,Fail
INT00603,CAND11475,EMP02378,4.6,Fail
INT00604,CAND00394,EMP03708,3.0,Pass
INT00605,CAND12506,EMP07464,2.5,Pass
INT00606,CAND14686,EMP05604,1.1,Fail
INT00607,CAND01565,EMP06918,3.8,Pass
INT00608,CAND14011,EMP03087,4.9,Pass
INT00609,CAND08728,EMP00867,4.6,Fail
INT00610,CAND11652,EMP06121,1.6,Pass
INT00611,CAND13443,EMP04336,2.1,Pass
INT00612,CAND05483,EMP01984,1.4,Pass
INT00613,CAND01624,EMP09824,2.6,Pass
INT00614,CAND01881,EMP00659,1.7,Pass
INT00615,CAND03125,EMP03494,4.5,Fail
INT00616,CAND11803,EMP09657,4.0,Pass
INT00617,CAND00830,EMP00897,2.2,Fail
INT00618,CAND12424,EMP01944,2.7,Fail
INT00619,CAND02808,EMP08337,1.9,Fail
INT00620,CAND00195,EMP02278,3.4,Pass
INT00621,CAND05045,EMP07559,3.4,Pass
INT00622,CAND06297,EMP01797,2.6,Pass
INT00623,CAND04288,EMP09529,4.3,Pass
INT00624,CAND08194,EMP09086,2.3,Pass
INT00625,CAND11491,EMP06401,1.6,Pass
INT00626,CAND05980,EMP09097,4.0,Pass
INT00627,CAND11266,EMP05237,2.8,Fail
INT00628,CAND02968,EMP01940,4.7,Pass
INT00629,CAND03667,EMP07081,1.7,Fail
INT00630,CAND04415,EMP06309,4.2,Fail
INT00631,CAND13837,EMP04092,2.2,Pass
INT00632,CAND00431,EMP05746,4.0,Pass
INT00633,CAND14886,EMP09293,1.5,Fail
INT00634,CAND10695,EMP06378,2.5,Fail
INT00635,CAND14988,EMP03235,3.3,Pass
INT00636,CAND00111,EMP05497,4.1,Fail
INT00637,CAND06553,EMP06003,2.0,Pass
INT00638,CAND04503,EMP09973,2.8,Pass
INT00639,CAND10982,EMP04199,4.1,Pass
INT00640,CAND05514,EMP02265,2.9,Fail
INT00641,CAND08689,EMP07545,4.2,Fail
INT00642,CAND10282,EMP00154,2.0,Pass
INT00643,CAND00449,EMP01078,3.4,Pass
INT00644,CAND02842,EMP01687,2.1,Fail
INT00645,CAND11422,EMP00918,2.2,Fail
INT00646,CAND08808,EMP09406,4.4,Pass
INT00647,CAND00918,EMP01497,4.1,Pass
INT00648,CAND09220,EMP09332,2.2,Fail
INT00649,CAND01000,EMP00993,4.3,Pass
INT00650,CAND00920,EMP02618,4.2,Pass
INT00651,CAND04505,EMP08122,1.7,Pass
INT00652,CAND08794,EMP08719,4.2,Pass
INT00653,CAND06167,EMP01472,1.2,Fail
INT00654,CAND07926,EMP00458,3.6,Pass
INT00655,CAND02294,EMP01221,3.3,Fail
INT00656,CAND09152,EMP03645,1.3,Pass
INT00657,CAND01352,EMP08740,3.3,Fail
INT00658,CAND09346,EMP09276,2.4,Fail
INT00659,CAND08385,EMP02200,4.4,Pass
INT00660,CAND10492,EMP01420,4.7,Fail
INT00661,CAND09427,EMP00036,2.9,Pass
INT00662,CAND12378,EMP05941,4.4,Pass
INT00663,CAND10076,EMP02237,4.5,Fail
INT00664,CAND12601,EMP07322,1.1,Fail
INT00665,CAND01375,EMP05433,1.3,Fail
INT00666,CAND05151,EMP05467,3.2,Fail
INT00667,CAND04727,EMP08958,1.1,Fail
INT00668,CAND04168,EMP03133,2.6,Fail
INT00669,CAND13232,EMP07228,3.2,Fail
INT00670,CAND00389,EMP03173,1.5,Pass
INT00671,CAND12702,EMP07489,4.1,Fail
INT00672,CAND10997,EMP08656,1.3,Fail
INT00673,CAND13906,EMP03446,3.0,Pass
INT00674,CAND02579,EMP03352,1.3,Fail
INT00675,CAND04629,EMP04485,3.6,Pass
INT00676,CAND11842,EMP00744,2.3,Pass
INT00677,CAND14725,EMP00533,3.6,Fail
INT00678,CAND14127,EMP02850,2.8,Pass
INT00679,CAND01245,EMP04987,1.0,Fail
INT00680,CAND14382,EMP03351,3.0,Pass
INT00681,CAND10509,EMP00748,4.9,Pass
INT00682,CAND03690,EMP05440,3.0,Pass
INT00683,CAND08034,EMP04388,2.6,Pass
INT00684,CAND05507,EMP04583,3.1,Fail
INT00685,CAND05038,EMP06227,1.8,Fail
INT00686,CAND02252,EMP03646,1.5,Fail
INT00687,CAND13323,EMP09461,1.5,Pass
INT00688,CAND10593,EMP08112,3.2,Pass
INT00689,CAND02545,EMP05013,3.7,Fail
INT00690,CAND14559,EMP00470,1.8,Pass
INT00691,CAND13993,EMP06264,4.2,Pass
INT00692,CAND09941,EMP05663,4.8,Pass
INT00693,CAND01831,EMP04282,2.7,Fail
INT00694,CAND12143,EMP04161,4.3,Fail
INT00695,CAND06148,EMP05770,4.4,Pass
INT00696,CAND14510,EMP08298,4.5,Fail
INT00697,CAND14050,EMP02904,2.3,Fail
INT00698,CAND00962,EMP08482,3.2,Pass
INT00699,CAND10339,EMP05721,4.0,Fail
INT00700,CAND02421,EMP07967,3.3,Pass
INT00701,CAND06422,EMP05647,1.6,Pass
INT00702,CAND06465,EMP09688,2.5,Pass
INT00703,CAND14522,EMP08997,3.3,Pass
INT00704,CAND08711,EMP07724,3.6,Fail
INT00705,CAND05910,EMP06232,2.7,Fail
INT00706,CAND10960,EMP00066,4.9,Fail
INT00707,CAND05518,EMP06453,3.4,Fail
INT00708,CAND06054,EMP01861,2.9,Pass
INT00709,CAND14146,EMP02942,3.0,Pass
INT00710,CAND13314,EMP05028,1.7,Fail
INT00711,CAND10699,EMP07393,4.8,Pass
INT00712,CAND09872,EMP03747,3.1,Pass
INT00713,CAND14135,EMP04360,4.7,Fail
INT00714,CAND13329,EMP01637,2.9,Pass
INT00715,CAND07751,EMP08078,3.3,Fail
INT00716,CAND02441,EMP02320,2.2,Pass
INT00717,CAND11415,EMP06396,3.0,Fail
INT00718,CAND02171,EMP05056,5.0,Pass
INT00719,CAND14870,EMP07660,1.4,Fail
INT00720,CAND07186,EMP03259,1.2,Fail
INT00721,CAND10319,EMP09755,4.2,Pass
INT00722,CAND09830,EMP03664,4.3,Pass
INT00723,CAND14288,EMP05219,3.1,Fail
INT00724,CAND11008,EMP03451,1.4,Pass
INT00725,CAND11227,EMP01287,1.9,Fail
INT00726,CAND00134,EMP09093,2.4,Pass
INT00727,CAND10298,EMP00070,2.6,Fail
INT00728,CAND00459,EMP00759,2.5,Fail
INT00729,CAND11695,EMP06682,3.5,Fail
INT00730,CAND10609,EMP01173,2.3,Pass
INT00731,CAND05855,EMP09163,5.0,Pass
INT00732,CAND03169,EMP02062,1.7,Pass
INT00733,CAND11215,EMP07328,4.4,Pass
INT00734,CAND11058,EMP08724,4.6,Fail
INT00735,CAND13412,EMP07773,4.6,Fail
INT00736,CAND08329,EMP06470,4.9,Fail
INT00737,CAND06237,EMP01024,2.6,Fail
INT00738,CAND03873,EMP05042,4.4,Pass
INT00739,CAND12889,EMP08958,2.1,Fail
INT00740,CAND10124,EMP07242,4.8,Pass
INT00741,CAND07042,EMP03311,1.6,Pass
INT00742,CAND07453,EMP00094,1.5,Pass
INT00743,CAND13022,EMP08023,4.5,Pass
INT00744,CAND13413,EMP07019,4.7,Pass
INT00745,CAND13611,EMP02886,1.9,Fail
INT00746,CAND01182,EMP04367,1.3,Pass
INT00747,CAND00507,EMP07693,1.7,Fail
INT00748,CAND01680,EMP05547,3.9,Pass
INT00749,CAND00434,EMP08020,4.3,Fail
INT00750,CAND05205,EMP07329,1.2,Fail
INT00751,CAND08419,EMP01316,4.2,Fail
INT00752,CAND05490,EMP00935,1.1,Pass
INT00753,CAND14418,EMP08807,1.1,Fail
INT00754,CAND13715,EMP02552,3.3,Pass
INT00755,CAND01550,EMP05412,4.1,Fail
INT00756,CAND10853,EMP01537,3.7,Pass
INT00757,CAND11960,EMP09064,2.8,Pass
INT00758,CAND04782,EMP08071,3.1,Fail
INT00759,CAND06619,EMP07922,5.0,Pass
INT00760,CAND14415,EMP05963,2.0,Pass
INT00761,CAND12430,EMP00839,4.1,Pass
INT00762,CAND03791,EMP02758,4.0,Pass
INT00763,CAND04370,EMP04378,2.5,Fail
INT00764,CAND01349,EMP00805,2.2,Fail
INT00765,CAND03754,EMP03142,1.6,Fail
INT00766,CAND00762,EMP00669,3.4,Fail
INT00767,CAND11317,EMP01751,1.6,Fail
INT00768,CAND02925,EMP07856,2.2,Fail
INT00769,CAND09667,EMP00260,2.1,Fail
INT00770,CAND02736,EMP07039,3.5,Fail
INT00771,CAND14401,EMP09268,4.2,Fail
INT00772,CAND13329,EMP01585,2.3,Fail
INT00773,CAND00851,EMP04696,1.8,Fail
INT00774,CAND09097,EMP01309,2.5,Fail
INT00775,CAND14936,EMP02194,4.2,Fail
INT00776,CAND00376,EMP00827,4.0,Fail
INT00777,CAND01313,EMP03722,2.4,Fail
INT00778,CAND12058,EMP00890,4.1,Fail
INT00779,CAND14067,EMP08952,1.4,Pass
INT00780,CAND02559,EMP02173,3.2,Pass
INT00781,CAND00547,EMP03723,3.2,Fail
INT00782,CAND06042,EMP00292,3.1,Pass
INT00783,CAND09958,EMP07872,2.0,Fail
INT00784,CAND08033,EMP01053,4.0,Fail
INT00785,CAND06035,EMP06243,4.9,Pass
INT00786,CAND02005,EMP03019,1.5,Fail
INT00787,CAND05146,EMP01215,4.9,Fail
INT00788,CAND04143,EMP06644,3.2,Fail
INT00789,CAND11975,EMP03743,1.4,Fail
INT00790,CAND14161,EMP05086,3.5,Fail
INT00791,CAND03581,EMP01954,1.3,Fail
INT00792,CAND01769,EMP09991,4.1,Pass
INT00793,CAND09282,EMP08897,1.3,Fail
INT00794,CAND06579,EMP03057,1.3,Pass
INT00795,CAND07392,EMP06511,3.0,Pass
INT00796,CAND04341,EMP03204,3.5,Pass
INT00797,CAND03957,EMP00787,1.7,Pass
INT00798,CAND03886,EMP01228,1.0,Fail
INT00799,CAND11465,EMP02071,1.0,Fail
INT00800,CAND00443,EMP07931,4.3,Fail
INT00801,CAND06348,EMP06519,1.9,Pass
INT00802,CAND07701,EMP09911,3.3,Fail
INT00803,CAND14381,EMP06826,4.3,Fail
INT00804,CAND05972,EMP05427,2.3,Pass
INT00805,CAND10994,EMP07138,4.1,Fail
INT00806,CAND07932,EMP03160,2.1,Fail
INT00807,CAND10257,EMP05672,4.1,Fail
INT00808,CAND05791,EMP07702,2.3,Pass
INT00809,CAND13568,EMP02784,3.0,Pass
INT00810,CAND03339,EMP00739,4.0,Fail
INT00811,CAND09557,EMP02877,4.7,Fail
INT00812,CAND00601,EMP09820,3.9,Pass
INT00813,CAND08829,EMP09542,2.9,Pass
INT00814,CAND14496,EMP02192,1.0,Fail
INT00815,CAND14455,EMP02851,4.3,Fail
INT00816,CAND04184,EMP09595,1.8,Pass
INT00817,CAND03767,EMP00525,2.5,Fail
INT00818,CAND05167,EMP03681,2.3,Fail
INT00819,CAND09115,EMP08472,1.3,Pass
INT00820,CAND06407,EMP00031,4.1,Fail
INT00821,CAND03265,EMP04414,3.8,Fail
INT00822,CAND09678,EMP00831,4.6,Fail
INT00823,CAND10174,EMP07384,4.0,Fail
INT00824,CAND01478,EMP00707,1.3,Pass
INT00825,CAND09356,EMP02946,4.1,Fail
INT00826,CAND14241,EMP09828,3.8,Fail
INT00827,CAND05126,EMP03263,3.9,Pass
INT00828,CAND08077,EMP01928,2.4,Pass
INT00829,CAND06626,EMP05247,1.7,Pass
INT00830,CAND00349,EMP00886,4.3,Pass
INT00831,CAND09422,EMP06540,2.3,Pass
INT00832,CAND05001,EMP06324,4.2,Pass
INT00833,CAND05780,EMP09237,4.8,Fail
INT00834,CAND08814,EMP06338,1.1,Fail
INT00835,CAND02538,EMP06567,2.2,Pass
INT00836,CAND05418,EMP06098,2.6,Fail
INT00837,CAND00248,EMP07378,3.0,Pass
INT00838,CAND11360,EMP03279,2.9,Pass
INT00839,CAND01160,EMP01254,1.6,Pass
INT00840,CAND11383,EMP03342,4.7,Fail
INT00841,CAND12411,EMP04859,2.1,Pass
INT00842,CAND05203,EMP04406,3.2,Pass
INT00843,CAND00970,EMP08752,1.7,Fail
INT00844,CAND02290,EMP02800,1.0,Fail
INT00845,CAND09414,EMP04839,2.3,Fail
INT00846,CAND04633,EMP08030,1.1,Pass
INT00847,CAND11362,EMP09450,3.9,Pass
INT00848,CAND08741,EMP08010,2.6,Fail
INT00849,CAND07500,EMP00140,1.2,Pass
INT00850,CAND13811,EMP05127,2.0,Fail
INT00851,CAND00481,EMP08831,4.4,Fail
INT00852,CAND00842,EMP03162,4.4,Fail
INT00853,CAND14349,EMP08274,4.7,Pass
INT00854,CAND13134,EMP02413,3.4,Fail
INT00855,CAND11433,EMP01202,3.0,Pass
INT00856,CAND03085,EMP03189,4.5,Pass
INT00857,CAND04689,EMP03185,2.6,Pass
INT00858,CAND03049,EMP02337,1.2,Fail
INT00859,CAND11196,EMP00036,3.9,Pass
INT00860,CAND13454,EMP00465,1.4,Fail
INT00861,CAND12289,EMP06620,3.1,Pass
INT00862,CAND03130,EMP07247,3.9,Pass
INT00863,CAND13885,EMP04868,3.9,Pass
INT00864,CAND08598,EMP09582,3.3,Fail
INT00865,CAND06260,EMP04302,3.1,Fail
INT00866,CAND13256,EMP09904,2.2,Fail
INT00867,CAND11282,EMP04320,3.1,Fail
INT00868,CAND04017,EMP03016,2.0,Fail
INT00869,CAND06777,EMP07291,3.9,Pass
INT00870,CAND05044,EMP07337,3.2,Fail
INT00871,CAND05675,EMP00565,1.1,Pass
INT00872,CAND07507,EMP05584,3.5,Pass
INT00873,CAND07757,EMP07029,4.8,Fail
INT00874,CAND13263,EMP01921,2.2,Pass
INT00875,CAND10579,EMP05777,4.6,Pass
INT00876,CAND07457,EMP05025,1.7,Pass
INT00877,CAND04681,EMP02218,4.8,Pass
INT00878,CAND00040,EMP07420,2.8,Pass
INT00879,CAND12765,EMP06745,2.8,Fail
INT00880,CAND05077,EMP01455,3.7,Fail
INT00881,CAND01848,EMP06309,4.2,Fail
INT00882,CAND14289,EMP01682,4.3,Fail
INT00883,CAND03354,EMP03942,1.7,Fail
INT00884,CAND03861,EMP02863,1.9,Fail
INT00885,CAND14331,EMP03351,2.2,Fail
INT00886,CAND08676,EMP06906,2.0,Pass
INT00887,CAND01842,EMP08376,3.6,Fail
INT00888,CAND11053,EMP00333,3.4,Pass
INT00889,CAND02868,EMP09133,2.9,Fail
INT00890,CAND05173,EMP00545,1.4,Pass
INT00891,CAND08352,EMP00919,3.8,Pass
INT00892,CAND00386,EMP09780,2.7,Fail
INT00893,CAND10613,EMP01935,2.2,Fail
INT00894,CAND06779,EMP03732,4.8,Pass
INT00895,CAND02681,EMP05026,4.5,Pass
INT00896,CAND13879,EMP05730,3.8,Pass
INT00897,CAND07365,EMP07035,4.0,Pass
INT00898,CAND14732,EMP07604,3.1,Pass
INT00899,CAND14710,EMP02645,2.3,Pass
INT00900,CAND13181,EMP02405,3.8,Pass
INT00901,CAND11856,EMP01422,2.9,Fail
INT00902,CAND02334,EMP04988,4.9,Fail
INT00903,CAND00142,EMP03104,2.0,Fail
INT00904,CAND13330,EMP03659,2.4,Pass
INT00905,CAND08822,EMP04438,3.7,Fail
INT00906,CAND06736,EMP01560,2.0,Fail
INT00907,CAND05804,EMP09050,2.0,Pass
INT00908,CAND01353,EMP05733,2.9,Pass
INT00909,CAND05204,EMP08128,3.3,Pass
INT00910,CAND08221,EMP08138,3.2,Fail
INT00911,CAND07150,EMP00231,3.9,Pass
INT00912,CAND01524,EMP01267,4.9,Pass
INT00913,CAND01060,EMP01218,2.2,Fail
INT00914,CAND13680,EMP08183,1.6,Fail
INT00915,CAND12528,EMP00432,1.1,Fail
INT00916,CAND03158,EMP04677,4.4,Pass
INT00917,CAND05422,EMP04795,2.7,Fail
INT00918,CAND01259,EMP06077,1.8,Fail
INT00919,CAND08663,EMP09096,4.0,Fail
INT00920,CAND02276,EMP08207,2.2,Pass
INT00921,CAND06013,EMP01958,4.3,Fail
INT00922,CAND01445,EMP03770,1.8,Pass
INT00923,CAND03943,EMP05556,3.4,Fail
INT00924,CAND06504,EMP03889,1.0,Pass
INT00925,CAND12226,EMP00855,3.9,Fail
INT00926,CAND09617,EMP00808,4.4,Pass
INT00927,CAND12040,EMP02558,3.6,Pass
INT00928,CAND03550,EMP02799,4.2,Fail
INT00929,CAND12947,EMP06322,2.1,Pass
INT00930,CAND11080,EMP05501,4.5,Fail
INT00931,CAND11278,EMP05825,3.5,Pass
INT00932,CAND08477,EMP06281,2.8,Pass
INT00933,CAND08546,EMP08733,1.6,Fail
INT00934,CAND01932,EMP00573,2.4,Fail
INT00935,CAND03877,EMP02504,3.9,Fail
INT00936,CAND08719,EMP06824,3.0,Fail
INT00937,CAND03243,EMP06693,4.5,Fail
INT00938,CAND12767,EMP05437,1.1,Fail
INT00939,CAND02326,EMP03498,1.8,Fail
INT00940,CAND03408,EMP01690,2.8,Fail
INT00941,CAND08250,EMP08804,2.8,Pass
INT00942,CAND05324,EMP03763,4.9,Pass
INT00943,CAND09453,EMP09474,3.3,Pass
INT00944,CAND00906,EMP09301,1.5,Fail
INT00945,CAND10524,EMP06759,2.7,Pass
INT00946,CAND10946,EMP02964,5.0,Pass
INT00947,CAND03470,EMP02054,4.9,Fail
INT00948,CAND02941,EMP06657,4.5,Pass
INT00949,CAND06938,EMP09340,4.8,Fail
INT00950,CAND03759,EMP04710,2.5,Pass
INT00951,CAND09941,EMP09177,2.1,Pass
INT00952,CAND05436,EMP07705,3.5,Pass
INT00953,CAND02062,EMP00605,1.0,Fail
INT00954,CAND06488,EMP08012,1.4,Pass
INT00955,CAND06768,EMP06966,1.7,Pass
INT00956,CAND12534,EMP06231,1.3,Pass
INT00957,CAND11519,EMP01795,2.1,Fail
INT00958,CAND12772,EMP04454,3.6,Pass
INT00959,CAND09728,EMP09728,4.5,Fail
INT00960,CAND11253,EMP04704,2.3,Pass
INT00961,CAND09714,EMP04878,2.5,Pass
INT00962,CAND03140,EMP09853,1.3,Fail
INT00963,CAND09420,EMP05408,3.5,Fail
INT00964,CAND13308,EMP06377,3.2,Fail
INT00965,CAND01683,EMP04776,4.2,Pass
INT00966,CAND07524,EMP02257,2.5,Pass
INT00967,CAND04507,EMP07208,3.1,Pass
INT00968,CAND05917,EMP02579,1.8,Pass
INT00969,CAND12407,EMP03749,2.5,Fail
INT00970,CAND10536,EMP01666,3.3,Pass
INT00971,CAND11166,EMP00970,4.3,Fail
INT00972,CAND05853,EMP01884,3.0,Fail
INT00973,CAND04572,EMP01582,3.7,Fail
INT00974,CAND00499,EMP06080,2.2,Pass
INT00975,CAND03624,EMP08092,3.0,Fail
INT00976,CAND07312,EMP06793,2.1,Fail
INT00977,CAND14448,EMP07227,1.9,Pass
INT00978,CAND14949,EMP00346,3.5,Pass
INT00979,CAND02873,EMP01129,4.6,Pass
INT00980,CAND14333,EMP08253,4.6,Pass
INT00981,CAND07080,EMP02602,4.7,Fail
INT00982,CAND08910,EMP04690,1.3,Pass
INT00983,CAND10033,EMP03340,4.6,Fail
INT00984,CAND07861,EMP02226,3.3,Fail
INT00985,CAND00011,EMP07359,3.5,Fail
INT00986,CAND07193,EMP07614,1.6,Pass
INT00987,CAND04066,EMP06735,4.5,Fail
INT00988,CAND11670,EMP02128,1.8,Pass
INT00989,CAND05254,EMP08982,3.1,Fail
INT00990,CAND14887,EMP06704,1.7,Fail
INT00991,CAND12126,EMP05552,1.4,Fail
INT00992,CAND13572,EMP08348,2.3,Pass
INT00993,CAND11485,EMP04842,2.8,Pass
INT00994,CAND10364,EMP08994,1.4,Pass
INT00995,CAND13657,EMP00957,2.5,Fail
INT00996,CAND05680,EMP01671,3.3,Pass
INT00997,CAND03248,EMP05847,2.3,Pass
INT00998,CAND04500,EMP00741,2.2,Fail
INT00999,CAND10364,EMP07206,4.9,Pass
INT01000,CAND07017,EMP07966,4.8,Fail
INT01001,CAND06047,EMP08788,2.0,Fail
INT01002,CAND05289,EMP02214,1.6,Pass
INT01003,CAND05279,EMP04205,4.5,Fail
INT01004,CAND02543,EMP07534,1.1,Fail
INT01005,CAND03809,EMP08044,4.4,Fail
INT01006,CAND13155,EMP06650,1.9,Pass
INT01007,CAND10049,EMP08419,3.9,Pass
INT01008,CAND04735,EMP08937,3.6,Fail
INT01009,CAND11551,EMP05826,2.6,Pass
INT01010,CAND04962,EMP02233,4.5,Fail
INT01011,CAND07662,EMP00054,5.0,Pass
INT01012,CAND10444,EMP00244,3.8,Fail
INT01013,CAND00604,EMP04491,2.7,Fail
INT01014,CAND05136,EMP00865,4.2,Fail
INT01015,CAND07116,EMP02821,1.4,Fail
INT01016,CAND08051,EMP00568,2.4,Pass
INT01017,CAND09951,EMP06664,4.4,Fail
INT01018,CAND01878,EMP07674,3.3,Pass
INT01019,CAND00538,EMP07792,3.3,Pass
INT01020,CAND11257,EMP07090,1.4,Pass
INT01021,CAND04621,EMP08762,2.6,Fail
INT01022,CAND05605,EMP03946,3.3,Fail
INT01023,CAND14052,EMP05725,2.2,Pass
INT01024,CAND03351,EMP06446,1.7,Fail
INT01025,CAND04283,EMP01032,3.2,Fail
INT01026,CAND12337,EMP02946,2.1,Fail
INT01027,CAND00530,EMP02237,3.3,Fail
INT01028,CAND10629,EMP05591,3.7,Pass
INT01029,CAND03050,EMP07106,4.4,Pass
INT01030,CAND09912,EMP02811,4.5,Pass
INT01031,CAND06483,EMP05911,2.9,Pass
INT01032,CAND01625,EMP03308,5.0,Fail
INT01033,CAND14574,EMP01323,4.1,Fail
INT01034,CAND04036,EMP04667,1.6,Pass
INT01035,CAND13275,EMP07435,3.3,Fail
INT01036,CAND02743,EMP00336,1.2,Fail
INT01037,CAND12984,EMP07690,1.7,Pass
INT01038,CAND01523,EMP08911,3.9,Fail
INT01039,CAND06921,EMP02546,2.5,Pass
INT01040,CAND11197,EMP02259,4.2,Pass
INT01041,CAND12265,EMP01412,3.7,Pass
INT01042,CAND08130,EMP04274,3.6,Pass
INT01043,CAND06445,EMP01028,2.6,Pass
INT01044,CAND05446,EMP01267,4.3,Pass
INT01045,CAND13010,EMP06889,4.8,Fail
INT01046,CAND09582,EMP07465,2.4,Fail
INT01047,CAND06137,EMP02460,1.9,Fail
INT01048,CAND12909,EMP00767,3.3,Fail
INT01049,CAND11983,EMP09055,4.7,Pass
INT01050,CAND05512,EMP08435,1.8,Pass
INT01051,CAND10213,EMP03846,2.2,Fail
INT01052,CAND05563,EMP07961,1.1,Pass
INT01053,CAND10026,EMP07637,3.9,Pass
INT01054,CAND07149,EMP02477,2.8,Fail
INT01055,CAND14109,EMP06328,5.0,Pass
INT01056,CAND08143,EMP08125,1.6,Fail
INT01057,CAND01090,EMP02630,4.3,Fail
INT01058,CAND00621,EMP02350,2.0,Pass
INT01059,CAND03940,EMP06345,1.1,Fail
INT01060,CAND04984,EMP06047,4.7,Pass
INT01061,CAND01350,EMP05689,1.6,Fail
INT01062,CAND09244,EMP05185,3.5,Pass
INT01063,CAND00063,EMP03040,3.5,Pass
INT01064,CAND06087,EMP08298,4.6,Pass
INT01065,CAND02816,EMP04063,4.3,Fail
INT01066,CAND13795,EMP08582,2.9,Fail
INT01067,CAND02205,EMP09405,1.2,Fail
INT01068,CAND00070,EMP05114,3.8,Pass
INT01069,CAND06206,EMP01533,4.3,Fail
INT01070,CAND13165,EMP08804,3.9,Pass
INT01071,CAND13031,EMP00314,3.9,Fail
INT01072,CAND03990,EMP05246,2.2,Pass
INT01073,CAND02296,EMP05957,3.7,Pass
INT01074,CAND11752,EMP04026,2.1,Fail
INT01075,CAND03927,EMP03693,4.2,Fail
INT01076,CAND09064,EMP03768,2.6,Fail
INT01077,CAND08145,EMP08775,2.3,Fail
INT01078,CAND12219,EMP08287,2.5,Pass
INT01079,CAND09316,EMP06305,3.8,Pass
INT01080,CAND01889,EMP02693,3.6,Pass
INT01081,CAND02835,EMP04621,4.8,Pass
INT01082,CAND08462,EMP08370,3.8,Pass
INT01083,CAND02630,EMP04921,2.8,Fail
INT01084,CAND08340,EMP08286,4.5,Fail
INT01085,CAND08648,EMP00118,2.8,Fail
INT01086,CAND00605,EMP02279,1.1,Pass
INT01087,CAND02263,EMP08568,4.6,Pass
INT01088,CAND14938,EMP08674,5.0,Fail
INT01089,CAND11777,EMP01927,1.5,Fail
INT01090,CAND00376,EMP07102,3.8,Fail
INT01091,CAND00867,EMP02709,2.2,Pass
INT01092,CAND13678,EMP01456,1.5,Pass
INT01093,CAND14442,EMP04039,1.5,Fail
INT01094,CAND08123,EMP00704,2.7,Pass
INT01095,CAND07378,EMP01557,3.4,Pass
INT01096,CAND00251,EMP03030,1.7,Pass
INT01097,CAND08458,EMP03043,1.4,Fail
INT01098,CAND14901,EMP09825,4.9,Pass
INT01099,CAND13097,EMP06045,2.1,Pass
INT01100,CAND06581,EMP07337,2.8,Fail
INT01101,CAND03434,EMP07932,3.7,Pass
INT01102,CAND11608,EMP02804,1.3,Fail
INT01103,CAND04094,EMP03303,2.6,Pass
INT01104,CAND14489,EMP08337,1.3,Pass
INT01105,CAND02514,EMP07634,2.9,Fail
INT01106,CAND04002,EMP00219,1.7,Fail
INT01107,CAND01064,EMP09402,1.4,Fail
INT01108,CAND13778,EMP05226,1.7,Pass
INT01109,CAND06168,EMP07446,1.3,Fail
INT01110,CAND07045,EMP00958,1.6,Pass
INT01111,CAND13370,EMP08037,4.7,Fail
INT01112,CAND14432,EMP02531,3.0,Fail
INT01113,CAND13317,EMP00032,1.9,Fail
INT01114,CAND10225,EMP05254,4.5,Pass
INT01115,CAND02839,EMP06587,3.0,Fail
INT01116,CAND06862,EMP02141,1.4,Fail
INT01117,CAND03571,EMP02521,1.2,Fail
